unit,cycle,Fc,hs,T24,T30,T48,T50,P15,P2,P21,P24,Ps30,P40,alt,Mach,TRA,T2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,RUL
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3088.0,0.379826992750168,70.39988708496091,522.305435954299,618.331384044944,1470.4551107384698,1849.59266191702,1268.8374219078999,19.4158302923435,14.470866330668,19.7115028348665,24.3971110311192,394.381420238928,400.88005362493,15.9399609945261,2143.0000554223698,8693.12573881698,4.61774201195013,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3091.0,0.379889994859695,70.57566833496091,522.299357757979,618.4099366116001,1471.0673756838198,1851.3765505953102,1269.94791291185,19.4205840009762,14.4697267321274,19.7163289350012,24.4067613671813,394.956090443487,401.44866963467695,15.950848194846401,2143.98484357495,8694.84925426993,4.630114557204361,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3105.0,0.38083499670028703,70.57566833496091,522.320725933035,618.521251352768,1471.1408235904098,1850.7565681116898,1269.23385468612,19.4245434401283,14.4694157508884,19.720348670181,24.4171650778259,394.951454342361,401.45524744413103,15.940274830597598,2144.80007103599,8695.321949828709,4.62691338395674,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3111.0,0.38096100091934204,70.57566833496091,522.308943627615,618.495777620848,1471.04168238892,1850.69294649582,1269.20894281038,19.4206000111314,14.4672629014376,19.716345188965896,24.4120340686158,394.832177328748,401.333243781686,15.9362480714814,2144.63417102451,8694.96991974067,4.625631006338001,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3119.0,0.38146498799323997,70.57566833496091,522.318346095106,618.5002757283551,1471.03780928681,1850.6822431535397,1269.16932270555,19.4195647704287,14.4667985978193,19.7152941831763,24.4108584325704,394.801406686219,401.30187175852797,15.933141004049098,2144.6480712205703,8694.951972140308,4.625219712340219,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3125.0,0.38203200697898904,70.57566833496091,522.340928584346,618.521095685183,1471.03484882483,1850.6506883234601,1269.10918935009,19.4205658580825,14.4679762631903,19.7163105158198,24.4124922739364,394.784506398101,401.285244847726,15.9304198302207,2144.67394385458,8694.941142966709,4.62490060825737,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3132.0,0.38278800249099704,70.57566833496091,522.372604413628,618.551974348924,1471.05693746082,1850.64966075,1269.05949208133,19.4226159702563,14.4699527571823,19.718391847975898,24.4155297836171,394.793211316645,401.29456384772993,15.9280568404795,2144.73237833294,8695.00987902399,4.62491353296725,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3139.0,0.38354399800300604,70.57566833496091,522.406371304035,618.586732603925,1471.0765668836902,1850.6265660456602,1268.98628511231,19.4248651188475,14.472063604600999,19.720675247561,24.4189804565779,394.798294537568,401.300556544186,15.925233442178198,2144.80501409608,8695.07619996489,4.62479777811709,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3146.0,0.383859008550644,70.57566833496091,522.405675743149,618.5882332573179,1471.05052499858,1850.53417058117,1268.88198249174,19.4231023606507,14.470768710457802,19.7188856453306,24.4173190609531,394.74373186395894,401.246035722379,15.9212449530384,2144.8441994229397,8695.00825247925,4.62383640180891,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3153.0,0.384488999843597,70.57566833496091,522.428164116245,618.606056725951,1471.0502365578,1850.5332358559601,1268.84926108459,19.423829741246198,14.471836702658301,19.719624102788103,24.418446959557,394.727760634226,401.22986203421897,15.918691235441198,2144.85159188094,8694.996676366809,4.62365191597273,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3163.0,0.385497003793716,70.57566833496091,522.470679460533,618.647997085048,1471.0806743373498,1850.52861580925,1268.77527479862,19.4263623483465,14.474295871354899,19.7221952775091,24.422290771152802,394.73519880457,401.23814441752603,15.915107260562902,2144.9398268804002,8695.09400799557,4.62360359099619,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3167.0,0.38600099086761497,70.57566833496091,522.496167839896,618.675431063995,1471.08149623138,1850.47381843428,1268.69426494637,19.428297404123303,14.476096325763303,19.7241598011404,24.4253010395965,394.730297057482,401.234166932145,15.912793212672401,2144.9855042449,8695.10297841169,4.62330503487997,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3176.0,0.386882990598679,70.57566833496091,522.530840853857,618.709283638745,1471.114163274,1850.48844966042,1268.64623720642,19.4302927261109,14.478037781242001,19.726185508742102,24.428323626099,394.742523605294,401.246963292314,15.9100107826669,2145.06219314689,8695.20495904948,4.623382514153049,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3184.0,0.387387007474899,70.57566833496091,522.5417768162761,618.722852144415,1471.09551695798,1850.39437090107,1268.52778489869,19.4296368146939,14.477712260104301,19.7255196088263,24.428201652641697,394.69585053108904,401.200715608842,15.905645095016402,2145.1182625175697,8695.16099201464,4.62248516044807,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3190.0,0.38757598400115995,70.57566833496091,522.534702234603,618.713745735668,1471.0543687417598,1850.3162417836802,1268.45320146987,19.4271114946963,14.4759542265847,19.722955832179,24.4252740870328,394.629014999897,401.133190355998,15.902060064704402,2145.1052341779896,8695.03345162756,4.621505107518,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3198.0,0.38801699876785295,70.57566833496091,522.5398050515461,618.714997722202,1471.03608379785,1850.2849527640801,1268.40343659659,19.4256443414097,14.4751381218433,19.721466336456498,24.423620893667103,394.58372311423403,401.087256958082,15.898699552047699,2145.10747497428,8694.97181816208,4.620900462756571,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3205.0,0.38858398795127896,70.57566833496091,522.5588669791471,618.7316229419,1471.02923719597,1850.25188442599,1268.3418536148802,19.425966930814603,14.4757903852053,19.721793838390397,24.4243736817833,394.557376500003,401.060925570793,15.8955625322787,2145.12927925612,8694.948027869079,4.62047426815888,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3211.0,0.38889899849891707,70.57566833496091,522.562217932813,618.735185170072,1471.0088582833498,1850.18460700465,1268.26266222901,19.4248502544431,14.475082905768001,19.720660156795002,24.423357816196603,394.51498106227797,401.01847783144996,15.8923288804303,2145.1523123351503,8694.89085074001,4.61974855760742,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3213.0,0.3893399834632871,70.57566833496091,522.588585409781,618.758050959572,1471.0219254971698,1850.20854078904,1268.2629915978998,19.4272239017196,14.4773576723807,19.7230699509843,24.4264200450417,394.53261132418,401.036358486239,15.891924336345598,2145.15120033113,8694.919375379,4.6200227491929695,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3229.0,0.390789002180099,70.57566833496091,522.645006451613,618.81536461306,1471.08777001618,1850.24168131308,1268.18095534748,19.430215263858603,14.4801728254191,19.7261068668615,24.4311043282431,394.55516794787803,401.060035969343,15.8869957611,2145.31129243121,8695.13322530501,4.620176391254179,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3234.0,0.39091500639915505,70.57566833496091,522.636427346889,618.811715842778,1471.01972396168,1850.0520334425198,1268.01144566155,19.427916555304698,14.478451239239499,19.7237731525936,24.428997550052298,394.464676228899,400.969894276547,15.8821129999351,2145.32519449167,8694.94262458094,4.61853417435538,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3238.0,0.39097800850868203,70.57566833496091,522.627111177527,618.796940682043,1470.9895105035,1850.0308721638899,1267.99774733396,19.425574962503802,14.4768703199198,19.7213959010191,24.4259327131737,394.41776127143896,400.921802208403,15.8801793154665,2145.28064088998,8694.836684490709,4.61799324422156,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3250.0,0.391481995582581,70.57566833496091,522.622808217957,618.790397518434,1470.96242379617,1849.9694273324499,1267.91079182622,19.4221043475103,14.4743672155477,19.717872434020602,24.4219419155315,394.341168660841,400.844325747763,15.8748576963924,2145.31115701511,8694.75775586021,4.6169145138092,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3257.0,0.392111986875534,70.57566833496091,522.647228877703,618.809695307266,1470.9441279846899,1849.9324747385397,1267.8501723481402,19.4228262502028,14.4755506679705,19.7186053301551,24.4231297072721,394.307014664046,400.80999361221603,15.871524493394698,2145.3027650933604,8694.68957400884,4.61643485764234,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3264.0,0.39248999953270003,70.57566833496091,522.651400280461,618.8148328266191,1470.93084185042,1849.86855126345,1267.7676448453599,19.4217192067062,14.4748063844841,19.717481428128103,24.422176126349697,394.26876418874497,400.77178454387,15.8681624004295,2145.3413041444896,8694.657295269259,4.6157394679322,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3271.0,0.39286798238754295,70.57566833496091,522.655856293967,618.816844833318,1470.90614806888,1849.81643883224,1267.70233141106,19.4203221553955,14.4740178712847,19.716063101924398,24.4207013787433,394.218794629117,400.721358394569,15.8646697158459,2145.3445731838897,8694.579008803159,4.6150159844298795,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3280.0,0.39318299293518105,70.57566833496091,522.647764028173,618.807322872966,1470.8664927017498,1849.7298951256798,1267.60839130739,19.4170540830018,14.4716462038127,19.712745261930802,24.416952813069802,394.14051278164004,400.64232851105794,15.859953324588599,2145.35456287635,8694.46120282927,4.613854497796241,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3287.0,0.393435001373291,70.57566833496091,522.642353430659,618.797918289977,1470.82247677112,1849.6609074249302,1267.5427205901199,19.4144896265952,14.4699558532039,19.7101417528885,24.413879006026697,394.069808544819,400.57071119233103,15.856265514570199,2145.32725037155,8694.319740064659,4.612887322078519,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3298.0,0.39412799477577204,70.57566833496091,522.657130362957,618.8085223388711,1470.8115793062,1849.6302746806198,1267.47403053293,19.4133310659521,14.4694978286368,19.708965549189998,24.412767227210697,394.021686244844,400.522040760972,15.8517228840504,2145.35302326738,8694.281791950949,4.61222447979205,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3305.0,0.394380003213882,70.57566833496091,522.651214968988,618.802103455851,1470.76277433972,1849.5173765125303,1267.36469214017,19.4107600303821,14.4676991918809,19.706355360794,24.4099553127555,393.944050234002,400.443979133062,15.847302827025398,2145.35232382794,8694.13670193989,4.61099453767347,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3308.0,0.394317001104355,70.57566833496091,522.635789169545,618.78325073507,1470.7171879473499,1849.4564580486701,1267.32527305901,19.4079807965873,14.465681283095,19.7035338036419,24.4064232426681,393.88302354151494,400.38196621950203,15.8451194651321,2145.30527009124,8693.98990791854,4.61017687670595,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3325.0,0.395199000835419,70.57566833496091,522.643541904368,618.786780701239,1470.70622226944,1849.42421192471,1267.2371032271,19.404706279679502,14.4635112745803,19.700209420994398,24.4027713516938,393.80727844565695,400.305164205568,15.838497361152301,2145.36144412807,8693.95705260069,4.60917411814246,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3329.0,0.39513599872589095,70.57566833496091,522.623755685664,618.765045202864,1470.6135658844598,1849.2560497206302,1267.11282469366,19.4009465065333,14.4608366311045,19.6963923924196,24.398312942333003,393.69360507194705,400.190648243936,15.8340582020296,2145.29614680335,8693.671493873,4.6074596549782,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3339.0,0.395576983690262,70.57566833496091,522.622378738532,618.75727226704,1470.59628427276,1849.2468477630102,1267.0809599086501,19.3982149012521,14.4590494395397,19.6936191890885,24.394915367522803,393.639295606514,400.13503231983805,15.8303267428936,2145.2893454053897,8693.60736857018,4.6068285434662695,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3349.0,0.39551401138305703,70.57566833496091,522.5805240106861,618.715275912089,1470.4983483466501,1849.0606275142002,1266.9284378085902,19.390725276890898,14.4531673372124,19.6860155095339,24.3858951846391,393.48571016594497,399.97990968250804,15.8235938974591,2145.26494892608,8693.318764084559,4.6045614138657,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3353.0,0.395388007164001,70.57566833496091,522.5558220119921,618.680623673133,1470.4186670912,1848.99464600601,1266.90355761721,19.386124659578396,14.449992407439899,19.6813448320593,24.3797444861819,393.383870179982,399.875889579034,15.820574911124,2145.14640756849,8693.04941716655,4.60338442645781,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3368.0,0.39614400267600997,70.57566833496091,522.561074667567,618.68081287268,1470.4067735507099,1848.9695835608802,1266.83339312185,19.3831421439327,14.4480344994474,19.6783168973937,24.376301707157502,393.317498941481,399.80842123367404,15.8149879153926,2145.1826009441197,8693.01012301833,4.602522962784691,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3376.0,0.39620700478553794,70.66355895996091,522.536818585702,618.6988570666649,1470.63849162474,1849.7145625599499,1267.26691479139,19.381218524783,14.4442169041594,19.6763639845513,24.3760890692215,393.496086354651,399.98317971309996,15.815543674033,2145.65110416297,8693.649083271272,4.60705638458233,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3386.0,0.39664798974990795,70.66355895996091,522.535352375848,618.7362698256479,1470.6332244404,1849.37066348189,1266.8951783612802,19.380626280932102,14.442329429056699,19.6757627217585,24.377833446803997,393.436937211944,399.928330234127,15.8083952229339,2145.99152102805,8693.741558538459,4.60480070509566,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3393.0,0.39689999818801897,70.66355895996091,522.530084132731,618.721618899766,1470.5737019187698,1849.32725017832,1266.86321401439,19.377686423428898,14.440655263974,19.672778094851697,24.374075343751397,393.353252862856,399.84283160205297,15.8047633480461,2145.9039455502802,8693.531122932049,4.6038609017706,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3404.0,0.397215008735657,70.66355895996091,522.514853019299,618.704178745054,1470.52809210595,1849.23306540478,1266.7612887466198,19.373125259395103,14.437240127888801,19.6681474714671,24.368667813424,393.25822402588,399.74668047496397,15.7992527715504,2145.91468452002,8693.39605579403,4.602482817447309,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3413.0,0.39752998948097207,70.66355895996091,522.506671752797,618.690480584725,1470.46782099017,1849.14164243996,1266.67471871235,19.3695337484752,14.4348532482215,19.6645012674875,24.3643368837027,393.161136340548,399.64830520078203,15.7942566950661,2145.87598545047,8693.20216550975,4.60117121616252,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3423.0,0.397718995809555,70.66355895996091,522.4859705776561,618.666646571164,1470.40635093988,1849.0335329137101,1266.57517351701,19.3645849664476,14.431165067084,19.6594771232971,24.3583481496132,393.055164603393,399.54099098431703,15.7889798355773,2145.85698675115,8693.01413349561,4.5996692609523,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3433.0,0.397718995809555,70.83934020996091,522.448749559857,618.711391595887,1470.96032749177,1850.74193192632,1267.63088864971,19.3638402514723,14.425748354103101,19.6587210674846,24.361098520547,393.530060581582,400.008232188491,15.795985304790301,2146.8075109627803,8694.556019629179,4.61072762760385,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3443.0,0.3977819979190829,70.83934020996091,522.416271910657,618.765070378555,1470.93453277983,1850.0101690675,1266.89744038268,19.3620131895328,14.4208035003906,19.6568661822668,24.3636784168262,393.422679452218,399.910169663313,15.7847936422808,2147.47862780677,8694.71440619441,4.60621679499814,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3452.0,0.397718995809555,70.83934020996091,522.3796126726651,618.708019394101,1470.81196815749,1849.9712037070603,1266.9106833462401,19.3542685289125,14.415713008644,19.649003582652302,24.3532860715769,393.26035553154503,399.74334044795603,15.779932258356302,2147.2562265795605,8694.275961197909,4.60461280508347,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3461.0,0.3982229828834529,70.83934020996091,522.386360235652,618.7071472054811,1470.7886677918,1849.94772053154,1266.8680508535601,19.3524782256531,14.414800832560001,19.6471860158915,24.351031134983696,393.20571792270204,399.687621348533,15.7761655937201,2147.23664371168,8694.19101861982,4.60395002258217,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3471.0,0.3982229828834529,70.83934020996091,522.348646061623,618.670070488343,1470.7038668514401,1849.7830432378303,1266.72590826145,19.3455762021065,14.4093508928982,19.6401788853873,24.342789806276198,393.06677314781405,399.54736321673795,15.769731981316099,2147.2296913691002,8693.94495900895,4.6019066825772,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3478.0,0.39797100424766496,70.92723083496091,522.304420106494,618.6600456438481,1470.91503893371,1850.56090120314,1267.22422937024,19.341347463791898,14.403849205384299,19.6358857500425,24.3389860150555,393.225044855207,399.700289596364,15.7714235594708,2147.60847019837,8694.50102110556,4.606407279820861,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3490.0,0.398348987102509,70.92723083496091,522.289823625422,618.685199757816,1470.90145239975,1850.21272065337,1266.84914036955,19.3388660064808,14.400331700895,19.6333665040415,24.3383478097224,393.143672278805,399.622715741325,15.7634333826248,2147.95705996518,8694.57024390682,4.60389994541004,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3500.0,0.398348987102509,71.10301208496091,522.252063135103,618.727562600463,1471.4503957644001,1851.94677827807,1267.93115520639,19.3378719275359,14.3948747813257,19.6323572868384,24.340755714809898,393.614816371714,400.085404681963,15.7705338891901,2148.88017592042,8696.077512070191,4.6150275428489405,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3509.0,0.398160010576248,71.10301208496091,522.205645679767,618.7655179096799,1471.40330999141,1851.18397064904,1267.19187207148,19.334698098722,14.3888331828086,19.6291351256061,24.341417375008998,393.48729133830597,399.967042413465,15.759513084644801,2149.5177677422303,8696.17610366842,4.61023627298187,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3520.0,0.397908002138138,71.10301208496091,522.143900189171,618.681011276469,1471.23595235018,1851.10000640957,1267.1855473688902,19.3232665941733,14.380853313076,19.617529537231697,24.326272298656697,393.26123052023695,399.73530569894996,15.752850997139001,2149.25064799537,8695.59644844481,4.607856874068969,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3527.0,0.397908002138138,71.10301208496091,522.1170326920901,618.6442489966299,1471.15776515913,1851.020045691,1267.13688495023,19.317822170783398,14.376978658213599,19.612002203841,24.319124294429002,393.148067764948,399.61990836889703,15.748700135316401,2149.1556478167104,8695.337974765269,4.60646466700618,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3538.0,0.397718995809555,71.10301208496091,522.0635704340181,618.587662085552,1471.0568057987803,1850.85941519273,1267.0162086789999,19.3088664014197,14.369923011468,19.6029100522028,24.307961641827898,392.98592862508497,399.45547084948197,15.742246072589998,2149.10806640725,8695.03362605158,4.60420870461345,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3548.0,0.39727801084518394,71.10301208496091,521.990186856488,618.5050345608911,1470.90141668867,1850.6644276998397,1266.90106267991,19.297213448677603,14.3609743406064,19.5910796433275,24.2930574571519,392.766232382636,399.232105545885,15.7350155508529,2148.96451982205,8694.54423872923,4.60134549858665,99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006038436195181519,0.0,0.0,0.0,3559.0,0.39784500002861,71.10301208496091,521.994680231,618.494699470587,1470.85673332796,1850.66573840221,1266.88999138526,19.294261050432198,14.3595017975464,19.5880822847027,24.2890361940593,392.684023043229,399.147619088461,15.7306102043273,2148.87991019743,8694.371452667529,4.60056193662068,99
